TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2019,5,3,9,56,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Vehicle Collision or Pedestrian Struck (with Injury),2019,1,24,17,42,INVERNESS ST / E 41ST AVE,Sunset,494189,5453330
Other Theft,2019,5,15,19,4,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Break and Enter Residential/Other,2019,5,19,9,32,11XX E 21ST AVE,Kensington-Cedar Cottage,494101.05,5455443.36
Vehicle Collision or Pedestrian Struck (with Injury),2019,1,13,14,21,HOWE ST / W GEORGIA ST,Central Business District,491334,5458937
Mischief,2019,5,29,1,45,10XX W PENDER ST,Central Business District,491332.3,5459374.75
Theft from Vehicle,2019,6,20,1,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Vehicle Collision or Pedestrian Struck (with Injury),2019,1,12,18,42,HOWE ST / PACIFIC ST,Central Business District,490516,5458114
Break and Enter Residential/Other,2019,6,26,15,20,25XX MCGILL ST,Hastings-Sunrise,496158.94,5459549.21
Theft from Vehicle,2019,6,9,20,45,61XX BALSAM ST,Kerrisdale,488247.23,5453132.48
Theft from Vehicle,2019,6,13,15,40,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Offence Against a Person,2019,4,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,5,18,8,44,10XX W WATERFRONT RD,Central Business District,491417.34,5459575.58
Mischief,2019,7,10,3,1,10XX W WATERFRONT RD,Central Business District,491440.04,5459565.77
Theft from Vehicle,2019,1,13,18,30,8XX W PENDER ST,Central Business District,491570.97,5459173.82
Theft from Vehicle,2019,6,4,23,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Theft from Vehicle,2019,5,24,23,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Other Theft,2019,5,19,18,49,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,5,19,20,40,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,5,26,18,43,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Mischief,2019,1,21,22,7,11XX ALBERNI ST,West End,490992.39,5459189.5
Other Theft,2019,6,2,14,46,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Theft from Vehicle,2019,3,16,7,23,49XX MAIN ST,Riley Park,492618.55,5454191.94
Break and Enter Residential/Other,2019,4,28,16,49,25XX NAPIER ST,Hastings-Sunrise,496065.07,5458021.38
Theft from Vehicle,2019,3,3,17,30,8XX WINDERMERE ST,Hastings-Sunrise,497359.06,5458276.57
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,23,8,50,HORNBY ST / NELSON ST,Central Business District,490909,5458649
Theft from Vehicle,2019,5,22,22,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Other Theft,2019,5,27,15,16,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,5,29,15,40,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Offence Against a Person,2019,5,31,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,5,28,14,38,11XX ALBERNI ST,West End,490992.39,5459189.5
Other Theft,2019,5,29,22,57,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Theft from Vehicle,2019,2,9,0,0,20XX WALL ST,Grandview-Woodland,495374.32,5459125.89
Theft from Vehicle,2019,5,3,17,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Vehicle Collision or Pedestrian Struck (with Injury),2019,4,27,19,56,HOMER ST / PACIFIC ST,Central Business District,490842,5457816
Break and Enter Residential/Other,2019,2,13,11,0,11XX E 18TH AVE,Kensington-Cedar Cottage,494060.12,5455745.11
Theft from Vehicle,2019,3,14,20,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Theft from Vehicle,2019,3,4,18,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Break and Enter Commercial,2019,7,11,23,56,4XX DUNSMUIR ST,Central Business District,491741.39,5458780.08
Break and Enter Residential/Other,2019,6,9,17,0,38XX W 1ST AVE,West Point Grey,486328.23,5457634.39
Offence Against a Person,2019,2,24,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,2,19,17,0,10XX BEACH AVE,Central Business District,490268.43,5458142.58
Offence Against a Person,2019,2,17,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,4,18,20,30,11XX BARCLAY ST,West End,490739.28,5458971.02
Mischief,2019,4,22,17,0,11XX BEACH AVE,West End,490085.93,5458429.74
Other Theft,2019,6,2,14,23,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,6,2,20,50,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Theft from Vehicle,2019,3,4,2,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Theft from Vehicle,2019,2,8,23,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Mischief,2019,6,12,22,29,6XX E 12TH AVE,Mount Pleasant,493376.43,5456330.82
Other Theft,2019,6,8,19,43,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Break and Enter Commercial,2019,7,9,3,30,4XX DUNSMUIR ST,Central Business District,491741.39,5458780.08
Break and Enter Residential/Other,2019,7,15,5,1,38XX W 1ST AVE,West Point Grey,486328.23,5457634.39
Theft from Vehicle,2019,2,5,11,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Break and Enter Residential/Other,2019,5,26,17,43,11XX E 12TH AVE,Mount Pleasant,494188.45,5456319.5
Theft from Vehicle,2019,2,3,19,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Theft from Vehicle,2019,1,28,1,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Mischief,2019,2,18,4,6,6XX DUNSMUIR ST,Central Business District,491608.24,5458926.71
Theft from Vehicle,2019,1,25,20,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Vehicle Collision or Pedestrian Struck (with Injury),2019,3,9,15,30,HEATLEY AVE / E CORDOVA ST,Strathcona,493491,5458819
Vehicle Collision or Pedestrian Struck (with Injury),2019,5,22,15,21,HEATHER ST / W 60TH AVE,Marpole,490975,5451482
Other Theft,2019,6,13,14,26,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,7,2,21,38,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,1,29,22,10,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.51,5458920.98
Theft from Vehicle,2019,1,24,17,4,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Break and Enter Residential/Other,2019,6,25,12,3,11XX E 12TH AVE,Mount Pleasant,494102.77,5456330.18
Break and Enter Commercial,2019,6,7,6,35,4XX DUNSMUIR ST,Central Business District,491737.57,5458796.87
Theft from Vehicle,2019,7,2,22,30,7X W 38TH AVE,Riley Park,492181.83,5453745.95
Mischief,2019,1,7,2,0,11XX BEACH AVE,West End,490112.04,5458390.03
Offence Against a Person,2019,4,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,4,22,20,30,6XX DUNSMUIR ST,Central Business District,491603.2,5458918.83
Mischief,2019,4,6,7,37,6XX DUNSMUIR ST,Central Business District,491603.2,5458918.83
Break and Enter Commercial,2019,4,30,5,10,4XX DUNSMUIR ST,Central Business District,491732.57,5458801.88
Break and Enter Residential/Other,2019,6,18,10,57,11XX E 11TH AVE,Mount Pleasant,494206.26,5456426.74
Theft from Vehicle,2019,1,19,21,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Theft from Vehicle,2019,3,12,5,0,49XX MARGUERITE ST,Shaughnessy,489514.08,5454357.53
Theft of Vehicle,2019,1,30,20,0,18XX ADANAC ST,Grandview-Woodland,495053.81,5458316.69
Theft from Vehicle,2019,1,19,18,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Theft from Vehicle,2019,1,17,18,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Theft from Vehicle,2019,1,10,21,20,SEYMOUR ST / SMITHE ST,Central Business District,491242.02,5458550.53
Offence Against a Person,2019,5,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2019,5,27,16,58,HARO ST / CARDERO ST,West End,490303,5459568
Theft from Vehicle,2019,1,20,16,30,SEMLIN DR / TRIUMPH ST,Grandview-Woodland,495377.42,5459021.01
Theft from Vehicle,2019,1,20,23,30,10XX NELSON ST,West End,490794.89,5458754.79
Other Theft,2019,7,3,21,9,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,7,5,15,57,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,4,15,16,12,7XX GRANVILLE ST,Central Business District,491396.06,5458846.22
Theft from Vehicle,2019,1,21,18,44,10XX NELSON ST,West End,490794.89,5458754.79
Other Theft,2019,7,7,18,26,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Other Theft,2019,7,14,17,53,23XX CAMBIE ST,Fairview,491637.21,5456826.57
Theft from Vehicle,2019,2,1,23,0,20XX W 8TH AVE,Kitsilano,489040.54,5456889.28
Break and Enter Residential/Other,2019,7,17,23,0,11XX E 11TH AVE,Mount Pleasant,494140.71,5456428.07
Vehicle Collision or Pedestrian Struck (with Injury),2019,4,4,9,40,GRANVILLE ST / W 70TH AVE,Marpole,489763,5450647
Theft from Vehicle,2019,6,8,15,10,2XX KEEFER ST,Strathcona,492870.75,5458521.82
Theft from Vehicle,2019,1,23,19,30,10XX NELSON ST,West End,490794.89,5458754.79
Mischief,2019,5,30,0,4,9XX W CORDOVA ST,Central Business District,491637.49,5459386.58
Offence Against a Person,2019,6,28,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,5,3,1,0,21XX ALMA ST,West Point Grey,486483.2,5457216.57
Mischief,2019,5,18,12,22,9XX W CORDOVA ST,Central Business District,491637.49,5459386.58
Theft from Vehicle,2019,5,27,21,0,20XX W 8TH AVE,Kitsilano,488933.77,5456893.25
Theft from Vehicle,2019,1,26,9,50,10XX NELSON ST,West End,490794.89,5458754.79
Theft from Vehicle,2019,5,27,18,0,20XX W 8TH AVE,Kitsilano,488933.77,5456893.25
Theft from Vehicle,2019,1,26,16,0,10XX NELSON ST,West End,490794.89,5458754.79
Offence Against a Person,2019,1,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,5,27,15,0,20XX W 8TH AVE,Kitsilano,488933.77,5456893.25
Theft from Vehicle,2019,7,7,17,15,6XX DENMAN ST,West End,490237.83,5459963.42
Theft from Vehicle,2019,3,30,23,30,20XX W 8TH AVE,Kitsilano,488933.77,5456893.25
Mischief,2019,5,17,21,0,9XX W CORDOVA ST,Central Business District,491637.49,5459386.58
Theft from Vehicle,2019,2,1,17,0,91XX SHAUGHNESSY ST,Marpole,490759.2,5450023.72
Theft from Vehicle,2019,1,26,17,0,10XX NELSON ST,West End,490794.89,5458754.79
Theft from Vehicle,2019,2,14,8,15,10XX NELSON ST,West End,490794.89,5458754.79
Break and Enter Commercial,2019,3,30,7,22,4XX DUNLEVY AVE,Strathcona,493054.27,5458637.11
Theft from Vehicle,2019,5,6,12,17,6XX DENMAN ST,West End,490237.34,5459962.94
Mischief,2019,7,13,6,45,11XX BEACH AVE,West End,490139.89,5458331.01
Mischief,2019,3,12,4,21,11XX BIDWELL ST,West End,489957.91,5459435.72
Theft of Bicycle,2019,7,7,12,0,25XX SPRUCE ST,Fairview,490616.95,5456676.32
Offence Against a Person,2019,7,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,3,18,22,0,10XX NELSON ST,West End,490794.89,5458754.79
Other Theft,2019,6,3,15,45,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Other Theft,2019,6,5,10,55,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Other Theft,2019,6,5,19,33,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Other Theft,2019,6,6,18,36,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Other Theft,2019,6,7,14,38,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Other Theft,2019,6,8,17,30,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Other Theft,2019,6,9,11,13,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Other Theft,2019,6,9,11,54,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84
Mischief,2019,1,3,21,0,11XX BURNABY ST,West End,490256.47,5458669.42
Mischief,2019,2,1,11,8,11XX BURNABY ST,West End,490296.59,5458630.13
Mischief,2019,4,26,21,30,11XX BURNABY ST,West End,490296.59,5458630.13
Theft from Vehicle,2019,7,5,13,0,10XX NELSON ST,West End,490794.89,5458754.79
Mischief,2019,7,1,15,0,11XX BURNABY ST,West End,490296.59,5458630.13
Theft of Bicycle,2019,5,17,18,0,25XX PARKER ST,Hastings-Sunrise,496058.3,5458112.89
Offence Against a Person,2019,4,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,1,19,17,0,10XX NELSON ST,West End,490797.69,5458752.02
Theft from Vehicle,2019,5,12,4,20,SALT ST / WALTER HARDWICK AVE,Mount Pleasant,492282.81,5457578.32
Mischief,2019,3,17,15,30,6XX DAVIE ST,Central Business District,490841.34,5458260.61
Theft from Vehicle,2019,1,18,0,0,SALT ST / WALTER HARDWICK AVE,Mount Pleasant,492282.81,5457578.32
Theft from Vehicle,2019,3,29,14,30,6XX DENMAN ST,West End,490237.34,5459962.94
Other Theft,2019,1,25,17,11,23XX CAMBIE ST,Fairview,491638.27,5456899.98
Theft of Bicycle,2019,6,18,16,30,BURRARD ST / W 5TH AVE,Fairview,489404.26,5457164.72
Theft from Vehicle,2019,3,4,9,0,60XX WILLOW ST,Oakridge,491018.28,5453120.41
Break and Enter Residential/Other,2019,5,23,1,36,19XX CHARLES ST,Grandview-Woodland,495332.29,5457811.06
Theft of Vehicle,2019,4,12,10,0,47XX GLADSTONE ST,Kensington-Cedar Cottage,495442.31,5454443.14
Theft from Vehicle,2019,5,9,21,25,SALSBURY DR / VENABLES ST,Grandview-Woodland,495026.85,5458212.03
Theft from Vehicle,2019,1,6,15,0,20XX W 5TH AVE,Kitsilano,489008.36,5457178.19
Break and Enter Residential/Other,2019,5,16,18,0,11XX E 11TH AVE,Mount Pleasant,494111.29,5456428.58
Theft from Vehicle,2019,1,30,15,0,SALSBURY DR / TRIUMPH ST,Grandview-Woodland,495035.63,5458968.21
Theft from Vehicle,2019,1,22,21,0,20XX W 5TH AVE,Kitsilano,488944.84,5457179.64
Theft of Bicycle,2019,6,18,12,30,STATION ST / TERMINAL AVE,Strathcona,492825.73,5457754.59
Mischief,2019,5,10,4,59,9XX W CORDOVA ST,Central Business District,491637.46,5459386.6
Mischief,2019,3,7,20,15,9XX W CORDOVA ST,Central Business District,491637.46,5459386.6
Theft from Vehicle,2019,2,6,18,0,RUPERT ST / WELLINGTON AVE,Renfrew-Collingwood,497378.74,5454412.96
Theft from Vehicle,2019,5,20,17,50,ROBSON ST / THURLOW ST,West End,490920.42,5459101.61
Theft from Vehicle,2019,5,31,17,9,6XX DENMAN ST,West End,490235.98,5459961.63
Offence Against a Person,2019,4,24,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,1,6,18,30,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.38,5456160.71
Theft from Vehicle,2019,2,1,18,15,ROBSON ST / THURLOW ST,West End,490920.42,5459101.61
Theft from Vehicle,2019,1,30,13,45,ROBSON ST / THURLOW ST,West End,490920.42,5459101.61
Break and Enter Residential/Other,2019,3,4,10,57,21XX ASH ST,Fairview,491463.3,5457054.97
Theft from Vehicle,2019,3,18,17,0,6XX DENMAN ST,West End,490235.4,5459961.07
Other Theft,2019,4,2,19,50,6XX W 41ST AVE,Oakridge,491253.25,5453429.85
Offence Against a Person,2019,3,24,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,3,12,20,30,21XX DUNBAR ST,Kitsilano,486641.55,5457195.46
Mischief,2019,5,31,22,38,11XX COMMERCIAL DR,Grandview-Woodland,494945.86,5458011.09
Theft from Vehicle,2019,3,24,19,0,7X W CORDOVA ST,Central Business District,492286.67,5458892.8
Mischief,2019,4,2,7,50,SPRUCE ST / W 13TH AVE,Fairview,490604.75,5456331.06
Mischief,2019,3,10,10,58,SPRUCE ST / W 6TH AVE,Fairview,490621.13,5457038.88
Offence Against a Person,2019,3,28,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,6,18,19,0,25XX PARKER ST,Hastings-Sunrise,496047.13,5458122.02
Theft from Vehicle,2019,1,21,8,30,ROBSON ST / THURLOW ST,West End,490920.42,5459101.61
Theft of Vehicle,2019,4,14,22,30,18XX COMOX ST,West End,489780.06,5459611.12
Theft from Vehicle,2019,1,12,19,40,ROBSON ST / THURLOW ST,West End,490920.42,5459101.61
Theft from Vehicle,2019,1,11,18,0,ROBSON ST / THURLOW ST,West End,490920.42,5459101.61
Theft from Vehicle,2019,4,7,15,0,32XX E 24TH AVE,Renfrew-Collingwood,497343.11,5455106.9
Theft from Vehicle,2019,3,20,0,0,10XX NICOLA ST,West End,490221.3,5459301.81
Theft from Vehicle,2019,5,27,17,0,10XX NOOTKA ST,Hastings-Sunrise,496986.09,5458047.48
Other Theft,2019,7,17,10,5,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Theft from Vehicle,2019,1,11,1,30,10XX ODLUM DR,Grandview-Woodland,494485.43,5458119.41
Other Theft,2019,7,14,15,42,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Theft from Vehicle,2019,2,2,17,0,49XX MOSS ST,Renfrew-Collingwood,496772.45,5454214.64
Theft of Vehicle,2019,5,14,7,0,47XX LITTLE ST,Kensington-Cedar Cottage,495332.28,5454320.68
Theft from Vehicle,2019,5,30,22,0,9X ALEXANDER ST,Central Business District,492557.32,5459000.81
Other Theft,2019,7,2,13,33,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Break and Enter Residential/Other,2019,5,17,12,0,16XX E 6TH AVE,Grandview-Woodland,494813.82,5456923.97
Vehicle Collision or Pedestrian Struck (with Injury),2019,5,4,15,29,GRANDVIEW HWY S / PENTICTON ST,Renfrew-Collingwood,496146,5456083
Other Theft,2019,6,24,18,52,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,30,19,11,GRANDVIEW HWY S / NANAIMO ST,Kensington-Cedar Cottage,495878,5456116
Vehicle Collision or Pedestrian Struck (with Injury),2019,2,21,9,39,GRANDVIEW HWY S / NANAIMO ST,Kensington-Cedar Cottage,495878,5456116
Break and Enter Residential/Other,2019,7,16,11,30,25XX SPRUCE ST,Fairview,490616.95,5456676.32
Offence Against a Person,2019,7,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,6,29,15,0,20XX W 4TH AVE,Kitsilano,488996.58,5457274.86
Theft from Vehicle,2019,1,23,19,20,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.38,5456160.71
Theft from Vehicle,2019,1,21,19,45,6XX NELSON ST,Central Business District,491121.42,5458432.23
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,10,10,19,GRANDVIEW HWY N / MCLEAN DR,Grandview-Woodland,494506,5456991
Theft from Vehicle,2019,1,29,2,0,7X WALTER HARDWICK AVE,Mount Pleasant,492288.74,5457582.78
Theft from Vehicle,2019,2,14,19,10,6XX W BROADWAY AVE,Fairview,491338.55,5456735.31
Mischief,2019,3,28,7,19,11XX COMOX ST,West End,490588.01,5458806.69
Theft from Vehicle,2019,7,9,12,0,20XX W 48TH AVE,Kerrisdale,488901.62,5452817.21
Offence Against a Person,2019,6,16,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2019,3,24,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,3,7,10,0,6XX W BROADWAY AVE,Fairview,491338.55,5456735.31
Offence Against a Person,2019,2,4,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,5,17,18,0,11XX COTTON DR,Grandview-Woodland,494822.82,5457961.47
Theft of Bicycle,2019,1,1,0,0,7XX E 7TH AVE,Mount Pleasant,493590.71,5456839.29
Offence Against a Person,2019,1,16,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Bicycle,2019,1,1,12,0,25XX KITCHENER ST,Hastings-Sunrise,496176.44,5457723.14
Mischief,2019,5,16,1,20,11XX DAVIE ST,West End,490321.24,5458778.46
Theft of Bicycle,2019,4,16,17,8,25XX GRANVILLE ST,Fairview,489923.39,5456764.58
Mischief,2019,2,4,18,45,6XX CAMPBELL AVE,Strathcona,493830.79,5458490.35
Theft of Bicycle,2019,3,26,23,29,25XX GRANVILLE ST,Fairview,489914.3,5456760.41
Theft of Bicycle,2019,7,4,23,0,25XX GARDEN DR,Kensington-Cedar Cottage,495771.78,5456545.61
Theft from Vehicle,2019,4,4,22,0,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.38,5456160.71
Other Theft,2019,6,19,11,36,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Mischief,2019,1,4,21,0,6XX CAMPBELL AVE,Strathcona,493830.79,5458490.35
Other Theft,2019,6,8,17,17,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Theft of Bicycle,2019,3,9,23,30,25XX FRANKLIN ST,Hastings-Sunrise,496098.09,5458818.61
Theft from Vehicle,2019,7,9,23,0,2XX ALVIN NAROD MEWS,Central Business District,491242.59,5458008.28
Other Theft,2019,4,21,19,16,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Theft from Vehicle,2019,3,6,12,25,2XX ROBSON ST,Central Business District,491627.41,5458394.37
Other Theft,2019,4,7,18,43,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Other Theft,2019,3,8,16,13,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Theft of Bicycle,2019,3,5,21,0,THURLOW ST / W HASTINGS ST,Central Business District,491292.98,5459473.56
Mischief,2019,4,4,13,31,6XX CAMPBELL AVE,Strathcona,493830.42,5458477.84
Other Theft,2019,2,24,16,24,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Other Theft,2019,2,18,11,2,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Other Theft,2019,1,28,9,35,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Theft from Vehicle,2019,1,10,16,0,6XX NELSON ST,Central Business District,491088.07,5458477.32
Other Theft,2019,1,18,18,9,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3
Mischief,2019,1,12,16,30,11XX DAVIE ST,West End,490359.38,5458726.48
Theft from Vehicle,2019,6,1,0,0,20XX W 46TH AVE,Kerrisdale,488912.24,5453009.27
Break and Enter Commercial,2019,3,15,10,27,4XX BEACH CRES,Central Business District,490684.93,5457744.64
Mischief,2019,4,2,18,15,6XX CAMPBELL AVE,Strathcona,493829.76,5458455.2
Vehicle Collision or Pedestrian Struck (with Injury),2019,2,6,19,33,NELSON ST / HOMER ST,Central Business District,491264,5458294
Mischief,2019,2,11,15,0,11XX DAVIE ST,West End,490359.38,5458726.48
Theft from Vehicle,2019,1,5,14,0,10XX PACIFIC BLVD,Central Business District,491600.85,5457927.79
Theft from Vehicle,2019,3,28,9,30,6XX NELSON ST,Central Business District,491081.7,5458470.76
Mischief,2019,7,8,1,0,11XX DAVIE ST,West End,490359.38,5458726.48
Mischief,2019,5,13,6,56,11XX DAVIE ST,West End,490391.44,5458693.77
Theft from Vehicle,2019,6,1,2,0,60XX VICTORIA DR,Victoria-Fraserview,495227.88,5452888.21
Theft from Vehicle,2019,3,27,16,30,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
Theft from Vehicle,2019,6,18,16,10,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
